distortion,severity,variant,accuracy,nll,ece
fog,4,Duo_Joint_TS,0.5787000060081482,2.1648800373077393,7.042093753814697
fog,5,f_large,0.27570000290870667,3.955416202545166,5.3072919845581055
fog,5,f_small,0.2400600016117096,4.339723587036133,9.796937942504883
fog,5,f_large_TS,0.27570000290870667,3.8421032428741455,5.858807563781738
fog,5,f_small_TS,0.2400600016117096,4.098346710205078,7.218819618225098
fog,5,Duo_Joint_TS,0.37648001313209534,3.2948102951049805,6.438179969787598
brightness,1,f_large,0.8069000244140625,1.0040464401245117,7.022974491119385
brightness,1,f_small,0.7379999756813049,1.0599908828735352,15.388396263122559
brightness,1,f_large_TS,0.8069000244140625,0.8777489066123962,7.79644775390625
brightness,1,f_small_TS,0.7379999756813049,1.0913445949554443,11.246145248413086
brightness,1,Duo_Joint_TS,0.8081200122833252,0.7504098415374756,10.185661315917969
brightness,2,f_large,0.7994800209999084,1.0455397367477417,6.976357936859131
brightness,2,f_small,0.721560001373291,1.1349821090698242,15.065027236938477
